Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1945.747, 'learning_rate': 0.00011737704918032787, 'epoch': 3.28}
{'eval_loss': 75658.34375, 'eval_kendalltau': 0.47845117458661734, 'eval_runtime': 29.2916, 'eval_samples_per_second': 4.472, 'eval_steps_per_second': 4.472, 'epoch': 885.25}
{'loss': 789.3355, 'learning_rate': 0.0001513006920490858, 'epoch': 888.52}
{'loss': 760.3577, 'learning_rate': 0.0001426885229224828, 'epoch': 891.8}
{'loss': 765.8222, 'learning_rate': 0.00013431962743389004, 'epoch': 895.08}
{'loss': 769.5737, 'learning_rate': 0.00012619510175467007, 'epoch': 898.36}
{'loss': 786.0615, 'learning_rate': 0.000118316010048235, 'epoch': 901.64}
{'loss': 768.5145, 'learning_rate': 0.00011068338433066117, 'epoch': 904.92}
{'loss': 760.3403, 'learning_rate': 0.00010329822433551517, 'epoch': 908.2}
{'loss': 761.0631, 'learning_rate': 9.616149738290436e-05, 'epoch': 911.48}
{'loss': 779.8198, 'learning_rate': 8.927413825277908e-05, 'epoch': 914.75}
{'loss': 758.1041, 'learning_rate': 8.26370490624917e-05, 'epoch': 918.03}
{'eval_loss': 76375.8203125, 'eval_kendalltau': 0.47925252518625555, 'eval_runtime': 28.6992, 'eval_samples_per_second': 4.565, 'eval_steps_per_second': 4.565, 'epoch': 918.03}
{'loss': 770.4067, 'learning_rate': 7.625109914863559e-05, 'epoch': 921.31}
{'loss': 772.082, 'learning_rate': 7.011712495317935e-05, 'epoch': 924.59}
{'loss': 764.3202, 'learning_rate': 6.423592991390725e-05, 'epoch': 927.87}
{'loss': 761.0549, 'learning_rate': 5.8608284359184195e-05, 'epoch': 931.15}
{'loss': 765.7378, 'learning_rate': 5.32349254070561e-05, 'epoch': 934.43}
{'loss': 770.0452, 'learning_rate': 4.8116556868702976e-05, 'epoch': 937.7}
{'loss': 761.3696, 'learning_rate': 4.325384915624953e-05, 'epoch': 940.98}
{'loss': 757.2739, 'learning_rate': 3.864743919495628e-05, 'epoch': 944.26}
{'loss': 800.2664, 'learning_rate': 3.4297930339792116e-05, 'epoch': 947.54}
{'loss': 762.8705, 'learning_rate': 3.0205892296408355e-05, 'epoch': 950.82}
{'eval_loss': 76447.8203125, 'eval_kendalltau': 0.4811668291358116, 'eval_runtime': 28.4978, 'eval_samples_per_second': 4.597, 'eval_steps_per_second': 4.597, 'epoch': 950.82}
{'loss': 769.385, 'learning_rate': 2.6371861046514012e-05, 'epoch': 954.1}
{'loss': 767.5814, 'learning_rate': 2.279633877767573e-05, 'epoch': 957.38}
{'loss': 767.1744, 'learning_rate': 1.9479793817538617e-05, 'epoch': 960.66}
{'loss': 745.5934, 'learning_rate': 1.6422660572484204e-05, 'epoch': 963.93}
{'loss': 752.3602, 'learning_rate': 1.362533947073108e-05, 'epoch': 967.21}
{'loss': 784.9602, 'learning_rate': 1.1088196909886606e-05, 'epoch': 970.49}
{'loss': 769.6541, 'learning_rate': 8.811565208955318e-06, 'epoch': 973.77}
{'loss': 759.9806, 'learning_rate': 6.795742564810637e-06, 'epoch': 977.05}
{'loss': 760.9016, 'learning_rate': 5.040993013137874e-06, 'epoch': 980.33}
{'loss': 773.9598, 'learning_rate': 4e-06, 'epoch': 983.61}
{'eval_loss': 76745.46875, 'eval_kendalltau': 0.47927525220827644, 'eval_runtime': 29.3684, 'eval_samples_per_second': 4.461, 'eval_steps_per_second': 4.461, 'epoch': 983.61}
{'loss': 760.1277, 'learning_rate': 4e-06, 'epoch': 986.89}
{'loss': 760.4165, 'learning_rate': 4e-06, 'epoch': 990.16}
{'loss': 776.4013, 'learning_rate': 4e-06, 'epoch': 993.44}
{'loss': 779.6237, 'learning_rate': 4e-06, 'epoch': 996.72}
{'loss': 758.0214, 'learning_rate': 4e-06, 'epoch': 1000.0}
{'train_runtime': 5433.546, 'train_samples_per_second': 11.227, 'train_steps_per_second': 11.227, 'train_loss': 973.3759346823771, 'epoch': 1000.0}
***** train metrics *****
  epoch                    =     1000.0
  train_loss               =   973.3759
  train_runtime            = 1:30:33.54
  train_samples_per_second =     11.227
  train_steps_per_second   =     11.227
10/27/2023 10:30:27 - INFO - __main__ -   *** Evaluate ***
***** eval metrics *****
  epoch                   =     1000.0
  eval_kendalltau         =     0.4862
  eval_loss               = 74294.2422
  eval_runtime            = 0:00:28.85
  eval_samples_per_second =       4.54
  eval_steps_per_second   =       4.54
