Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1973.0955, 'learning_rate': 0.00011868852459016394, 'epoch': 3.28}
{'eval_loss': 108905.1484375, 'eval_kendalltau': 0.48268813329345406, 'eval_runtime': 32.5727, 'eval_samples_per_second': 4.022, 'eval_steps_per_second': 4.022, 'epoch': 885.25}
{'loss': 541.7959, 'learning_rate': 0.00015112607182862515, 'epoch': 888.52}
{'loss': 532.2899, 'learning_rate': 0.0001425187572259632, 'epoch': 891.8}
{'loss': 534.1261, 'learning_rate': 0.00013415473849749505, 'epoch': 895.08}
{'loss': 532.0889, 'learning_rate': 0.00012603511117581712, 'epoch': 898.36}
{'loss': 537.6968, 'learning_rate': 0.00011819969735609904, 'epoch': 901.64}
{'loss': 524.8103, 'learning_rate': 0.00011057077631968526, 'epoch': 904.92}
{'loss': 527.1467, 'learning_rate': 0.00010318933575527667, 'epoch': 908.2}
{'loss': 532.1762, 'learning_rate': 9.605634249580497e-05, 'epoch': 911.48}
{'loss': 533.2131, 'learning_rate': 8.917273083217415e-05, 'epoch': 914.75}
{'loss': 525.569, 'learning_rate': 8.253940239088831e-05, 'epoch': 918.03}
{'eval_loss': 109436.703125, 'eval_kendalltau': 0.48047805068044575, 'eval_runtime': 32.6411, 'eval_samples_per_second': 4.013, 'eval_steps_per_second': 4.013, 'epoch': 918.03}
{'loss': 535.1, 'learning_rate': 7.615722601595133e-05, 'epoch': 921.31}
{'loss': 513.4044, 'learning_rate': 7.00270376550678e-05, 'epoch': 924.59}
{'loss': 535.5457, 'learning_rate': 6.414964025014713e-05, 'epoch': 927.87}
{'loss': 521.718, 'learning_rate': 5.8525803632134335e-05, 'epoch': 931.15}
{'loss': 521.9946, 'learning_rate': 5.315626442017485e-05, 'epoch': 934.43}
{'loss': 525.5325, 'learning_rate': 4.804172592513178e-05, 'epoch': 937.7}
{'loss': 520.2784, 'learning_rate': 4.318285805746602e-05, 'epoch': 940.98}
{'loss': 526.8184, 'learning_rate': 3.8580297239488414e-05, 'epoch': 944.26}
{'loss': 537.2183, 'learning_rate': 3.4255734557642634e-05, 'epoch': 947.54}
{'loss': 536.3915, 'learning_rate': 3.0166273985344993e-05, 'epoch': 950.82}
{'eval_loss': 111658.140625, 'eval_kendalltau': 0.4768163572644451, 'eval_runtime': 32.6118, 'eval_samples_per_second': 4.017, 'eval_steps_per_second': 4.017, 'epoch': 950.82}
{'loss': 529.8452, 'learning_rate': 2.6334825395807338e-05, 'epoch': 954.1}
{'loss': 530.2073, 'learning_rate': 2.2761890638314907e-05, 'epoch': 957.38}
{'loss': 533.8978, 'learning_rate': 1.9447937701595918e-05, 'epoch': 960.66}
{'loss': 518.5402, 'learning_rate': 1.6393400652524816e-05, 'epoch': 963.93}
{'loss': 508.0998, 'learning_rate': 1.3598679579266415e-05, 'epoch': 967.21}
{'loss': 537.2809, 'learning_rate': 1.1064140538871837e-05, 'epoch': 970.49}
{'loss': 529.6253, 'learning_rate': 8.790115509332397e-06, 'epoch': 973.77}
{'loss': 535.2657, 'learning_rate': 6.776902346095959e-06, 'epoch': 977.05}
{'loss': 528.7334, 'learning_rate': 5.0247647430536895e-06, 'epoch': 980.33}
{'loss': 533.8729, 'learning_rate': 3.5339321980003556e-06, 'epoch': 983.61}
{'eval_loss': 111035.7109375, 'eval_kendalltau': 0.47808344988391294, 'eval_runtime': 32.6846, 'eval_samples_per_second': 4.008, 'eval_steps_per_second': 4.008, 'epoch': 983.61}
{'loss': 523.6172, 'learning_rate': 2.304599982575706e-06, 'epoch': 986.89}
{'loss': 524.6385, 'learning_rate': 1.3369291166862585e-06, 'epoch': 990.16}
{'loss': 539.2419, 'learning_rate': 6.339243961739349e-07, 'epoch': 993.44}
{'loss': 546.6354, 'learning_rate': 1.8861260515579127e-07, 'epoch': 996.72}
{'loss': 525.733, 'learning_rate': 5.2393190954624914e-09, 'epoch': 1000.0}
{'train_runtime': 5459.2032, 'train_samples_per_second': 11.174, 'train_steps_per_second': 11.174, 'train_loss': 667.4539696465164, 'epoch': 1000.0}
***** train metrics *****
  epoch                    =     1000.0
  train_loss               =    667.454
  train_runtime            = 1:30:59.20
  train_samples_per_second =     11.174
  train_steps_per_second   =     11.174
10/27/2023 15:53:25 - INFO - __main__ -   *** Evaluate ***
***** eval metrics *****
  epoch                   =     1000.0
  eval_kendalltau         =     0.4919
  eval_loss               = 86639.7188
  eval_runtime            = 0:00:32.66
  eval_samples_per_second =       4.01
  eval_steps_per_second   =       4.01
Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1940.2188, 'learning_rate': 0.00023606557377049182, 'epoch': 3.28}
{'loss': 1721.9675, 'learning_rate': 0.0004944262295081967, 'epoch': 6.56}
{'loss': 1608.9953, 'learning_rate': 0.0007554098360655738, 'epoch': 9.84}
{'loss': 1517.7773, 'learning_rate': 0.0010177049180327869, 'epoch': 13.11}
{'loss': 1385.5359, 'learning_rate': 0.00128, 'epoch': 16.39}
{'loss': 1242.7914, 'learning_rate': 0.0015422950819672133, 'epoch': 19.67}
{'loss': 1160.1457, 'learning_rate': 0.0018045901639344262, 'epoch': 22.95}
{'loss': 1102.832, 'learning_rate': 0.002066885245901639, 'epoch': 26.23}
{'loss': 1057.8827, 'learning_rate': 0.0023291803278688524, 'epoch': 29.51}
{'loss': 1047.0407, 'learning_rate': 0.0025914754098360655, 'epoch': 32.79}
{'eval_loss': 81130.8671875, 'eval_kendalltau': 0.4409375336083664, 'eval_runtime': 34.0586, 'eval_samples_per_second': 3.846, 'eval_steps_per_second': 3.846, 'epoch': 32.79}
{'loss': 1025.199, 'learning_rate': 0.002853770491803279, 'epoch': 36.07}
{'loss': 1042.8547, 'learning_rate': 0.003116065573770492, 'epoch': 39.34}
{'loss': 1035.5294, 'learning_rate': 0.003378360655737705, 'epoch': 42.62}
{'loss': 1006.3475, 'learning_rate': 0.0036406557377049184, 'epoch': 45.9}
{'loss': 980.5266, 'learning_rate': 0.0039029508196721315, 'epoch': 49.18}
{'loss': 977.3658, 'learning_rate': 0.0041652459016393445, 'epoch': 52.46}
{'loss': 972.491, 'learning_rate': 0.004427540983606558, 'epoch': 55.74}
{'loss': 972.9548, 'learning_rate': 0.0046898360655737706, 'epoch': 59.02}
{'loss': 958.3374, 'learning_rate': 0.004952131147540984, 'epoch': 62.3}
{'loss': 984.3142, 'learning_rate': 0.005214426229508197, 'epoch': 65.57}
{'eval_loss': 78732.609375, 'eval_kendalltau': 0.4526892773464744, 'eval_runtime': 32.6971, 'eval_samples_per_second': 4.006, 'eval_steps_per_second': 4.006, 'epoch': 65.57}
{'loss': 941.7398, 'learning_rate': 0.005476721311475409, 'epoch': 68.85}
{'loss': 929.7466, 'learning_rate': 0.005739016393442623, 'epoch': 72.13}
{'loss': 979.5278, 'learning_rate': 0.006001311475409836, 'epoch': 75.41}
{'loss': 977.4658, 'learning_rate': 0.006263606557377049, 'epoch': 78.69}
{'loss': 925.2479, 'learning_rate': 0.006525901639344262, 'epoch': 81.97}
{'loss': 947.5029, 'learning_rate': 0.006788196721311476, 'epoch': 85.25}
{'loss': 938.5409, 'learning_rate': 0.007050491803278689, 'epoch': 88.52}
{'loss': 924.6159, 'learning_rate': 0.007312786885245902, 'epoch': 91.8}
{'loss': 909.5958, 'learning_rate': 0.007575081967213115, 'epoch': 95.08}
{'loss': 893.4563, 'learning_rate': 0.007837377049180328, 'epoch': 98.36}
{'eval_loss': 80126.71875, 'eval_kendalltau': 0.466937252789144, 'eval_runtime': 32.4083, 'eval_samples_per_second': 4.042, 'eval_steps_per_second': 4.042, 'epoch': 98.36}
{'loss': 917.7833, 'learning_rate': 0.007999962172159238, 'epoch': 101.64}
{'loss': 952.2371, 'learning_rate': 0.007999501122188212, 'epoch': 104.92}
{'loss': 923.3161, 'learning_rate': 0.007998516211141525, 'epoch': 108.2}
{'loss': 908.4388, 'learning_rate': 0.007997007568024402, 'epoch': 111.48}
{'loss': 887.2477, 'learning_rate': 0.007994975390441347, 'epoch': 114.75}
{'loss': 868.1752, 'learning_rate': 0.007992419944570235, 'epoch': 118.03}
{'loss': 887.2604, 'learning_rate': 0.00798934156512747, 'epoch': 121.31}
{'loss': 867.4689, 'learning_rate': 0.007985740655324132, 'epoch': 124.59}
{'loss': 860.7093, 'learning_rate': 0.007981617686813164, 'epoch': 127.87}
{'loss': 856.0257, 'learning_rate': 0.0079769731996276, 'epoch': 131.15}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5018, 'eval_samples_per_second': 4.031, 'eval_steps_per_second': 4.031, 'epoch': 131.15}
{'loss': 858.827, 'learning_rate': 0.007971807802109824, 'epoch': 134.43}
{'loss': 858.9189, 'learning_rate': 0.007966122170831895, 'epoch': 137.7}
{'loss': 853.76, 'learning_rate': 0.007959917050506922, 'epoch': 140.98}
{'loss': 833.3152, 'learning_rate': 0.007953193253891521, 'epoch': 144.26}
{'loss': 851.0418, 'learning_rate': 0.007945951661679367, 'epoch': 147.54}
{'loss': 825.0451, 'learning_rate': 0.007938193222385828, 'epoch': 150.82}
{'loss': 831.3126, 'learning_rate': 0.007929918952223731, 'epoch': 154.1}
{'loss': 867.0546, 'learning_rate': 0.007921129934970267, 'epoch': 157.38}
{'loss': 811.0344, 'learning_rate': 0.007911827321825018, 'epoch': 160.66}
{'loss': 823.9882, 'learning_rate': 0.007902012331259181, 'epoch': 163.93}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.4446, 'eval_samples_per_second': 4.038, 'eval_steps_per_second': 4.038, 'epoch': 163.93}
{'loss': 844.7393, 'learning_rate': 0.007891686248855976, 'epoch': 167.21}
{'loss': 852.7773, 'learning_rate': 0.007880905871907276, 'epoch': 170.49}
{'loss': 836.2077, 'learning_rate': 0.00786956426813572, 'epoch': 173.77}
{'loss': 837.8701, 'learning_rate': 0.007857715822626175, 'epoch': 177.05}
{'loss': 821.8154, 'learning_rate': 0.00784536208730705, 'epoch': 180.33}
{'loss': 811.5177, 'learning_rate': 0.007832504680290425, 'epoch': 183.61}
{'loss': 816.4377, 'learning_rate': 0.007819145285660106, 'epoch': 186.89}
{'loss': 831.9591, 'learning_rate': 0.00780528565325104, 'epoch': 190.16}
{'loss': 829.4258, 'learning_rate': 0.0077909275984201255, 'epoch': 193.44}
{'loss': 812.1997, 'learning_rate': 0.007776073001808424, 'epoch': 196.72}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5644, 'eval_samples_per_second': 4.023, 'eval_steps_per_second': 4.023, 'epoch': 196.72}
{'loss': 817.1173, 'learning_rate': 0.0077607238090948395, 'epoch': 200.0}
{'loss': 821.8165, 'learning_rate': 0.00774488203074127, 'epoch': 203.28}
{'loss': 799.937, 'learning_rate': 0.007728549741729264, 'epoch': 206.56}
{'loss': 807.7716, 'learning_rate': 0.007711729081288252, 'epoch': 209.84}
{'loss': 807.0537, 'learning_rate': 0.007694422252615331, 'epoch': 213.11}
{'loss': 789.7706, 'learning_rate': 0.007676631522586695, 'epoch': 216.39}
{'loss': 787.3434, 'learning_rate': 0.007658359221460718, 'epoch': 219.67}
{'loss': 772.9703, 'learning_rate': 0.007639607742572723, 'epoch': 222.95}
{'loss': 775.6542, 'learning_rate': 0.007620379542021509, 'epoch': 226.23}
{'loss': 784.4834, 'learning_rate': 0.007600677138347645, 'epoch': 229.51}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5425, 'eval_samples_per_second': 4.026, 'eval_steps_per_second': 4.026, 'epoch': 229.51}
{'loss': 787.6774, 'learning_rate': 0.007580503112203582, 'epoch': 232.79}
{'loss': 761.077, 'learning_rate': 0.007559860106015641, 'epoch': 236.07}
{'loss': 784.1735, 'learning_rate': 0.007538750823637904, 'epoch': 239.34}
{'loss': 755.4612, 'learning_rate': 0.007517178029998053, 'epoch': 242.62}
{'loss': 761.2695, 'learning_rate': 0.007495144550735219, 'epoch': 245.9}
{'loss': 776.5762, 'learning_rate': 0.007472653271829879, 'epoch': 249.18}
{'loss': 768.4644, 'learning_rate': 0.007449707139225839, 'epoch': 252.46}
{'loss': 799.0845, 'learning_rate': 0.007426309158444372, 'epoch': 255.74}
{'loss': 768.7829, 'learning_rate': 0.007402582739218205, 'epoch': 259.02}
{'loss': 760.6893, 'learning_rate': 0.007378292535413004, 'epoch': 262.3}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.4701, 'eval_samples_per_second': 4.034, 'eval_steps_per_second': 4.034, 'epoch': 262.3}
{'loss': 767.6368, 'learning_rate': 0.007353559837429794, 'epoch': 265.57}
{'loss': 750.1931, 'learning_rate': 0.007328387884797051, 'epoch': 268.85}
{'loss': 750.337, 'learning_rate': 0.0073027799745775295, 'epoch': 272.13}
{'loss': 766.035, 'learning_rate': 0.007276739460936406, 'epoch': 275.41}
{'loss': 743.788, 'learning_rate': 0.0072502697547019495, 'epoch': 278.69}
{'loss': 750.9691, 'learning_rate': 0.0072233743229187615, 'epoch': 281.97}
{'loss': 747.2345, 'learning_rate': 0.0071960566883936625, 'epoch': 285.25}
{'loss': 745.118, 'learning_rate': 0.007168320429234264, 'epoch': 288.52}
{'loss': 756.975, 'learning_rate': 0.007140169178380303, 'epoch': 291.8}
{'loss': 759.6242, 'learning_rate': 0.007111606623127794, 'epoch': 295.08}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7125, 'eval_samples_per_second': 4.005, 'eval_steps_per_second': 4.005, 'epoch': 295.08}
{'loss': 738.4081, 'learning_rate': 0.007082636504646065, 'epoch': 298.36}
{'loss': 742.2649, 'learning_rate': 0.007053262617487729, 'epoch': 301.64}
{'loss': 739.449, 'learning_rate': 0.0070236386665083325, 'epoch': 304.92}
{'loss': 734.1286, 'learning_rate': 0.006993470807016007, 'epoch': 308.2}
{'loss': 748.7603, 'learning_rate': 0.006962910857913246, 'epoch': 311.48}
{'loss': 726.7072, 'learning_rate': 0.006931962821991231, 'epoch': 314.75}
{'loss': 772.868, 'learning_rate': 0.0069006307528733735, 'epoch': 318.03}
{'loss': 720.3736, 'learning_rate': 0.006868918754484369, 'epoch': 321.31}
{'loss': 711.3584, 'learning_rate': 0.006836830980512662, 'epoch': 324.59}
{'loss': 707.0383, 'learning_rate': 0.006804371633866385, 'epoch': 327.87}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.6593, 'eval_samples_per_second': 4.011, 'eval_steps_per_second': 4.011, 'epoch': 327.87}
{'loss': 731.9952, 'learning_rate': 0.006771544966122852, 'epoch': 331.15}
{'loss': 693.7549, 'learning_rate': 0.006738355276971687, 'epoch': 334.43}
{'loss': 734.6324, 'learning_rate': 0.006704806913651641, 'epoch': 337.7}
{'loss': 704.5419, 'learning_rate': 0.006670904270381184, 'epoch': 340.98}
{'loss': 712.8389, 'learning_rate': 0.006636651787782938, 'epoch': 344.26}
{'loss': 714.9177, 'learning_rate': 0.0066020539523020455, 'epoch': 347.54}
{'loss': 707.5824, 'learning_rate': 0.006567115295618523, 'epoch': 350.82}
{'loss': 710.4114, 'learning_rate': 0.006531840394053696, 'epoch': 354.1}
{'loss': 722.6467, 'learning_rate': 0.00649623386797078, 'epoch': 357.38}
{'loss': 708.4705, 'learning_rate': 0.006460300381169707, 'epoch': 360.66}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7003, 'eval_samples_per_second': 4.006, 'eval_steps_per_second': 4.006, 'epoch': 360.66}
{'loss': 715.8839, 'learning_rate': 0.006424044640276248, 'epoch': 363.93}
{'loss': 696.2875, 'learning_rate': 0.006387471394125532, 'epoch': 367.21}
{'loss': 702.3347, 'learning_rate': 0.0063505854331400305, 'epoch': 370.49}
{'loss': 698.0591, 'learning_rate': 0.006313391588702112, 'epoch': 373.77}
{'loss': 696.3119, 'learning_rate': 0.006275894732521216, 'epoch': 377.05}
{'loss': 705.9505, 'learning_rate': 0.006238099775995738, 'epoch': 380.33}
{'loss': 690.4947, 'learning_rate': 0.006200011669569743, 'epoch': 383.61}
{'loss': 699.9255, 'learning_rate': 0.006161635402084535, 'epoch': 386.89}
{'loss': 705.9364, 'learning_rate': 0.006122976000125219, 'epoch': 390.16}
{'loss': 688.9741, 'learning_rate': 0.0060840385273623065, 'epoch': 393.44}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.63, 'eval_samples_per_second': 4.015, 'eval_steps_per_second': 4.015, 'epoch': 393.44}
{'loss': 689.6163, 'learning_rate': 0.006044828083888469, 'epoch': 396.72}
{'loss': 703.8108, 'learning_rate': 0.006005349805550522, 'epoch': 400.0}
{'loss': 697.1421, 'learning_rate': 0.005965608863276719, 'epoch': 403.28}
{'loss': 684.1025, 'learning_rate': 0.0059258110861795865, 'epoch': 406.56}
{'loss': 702.9723, 'learning_rate': 0.005885561713764267, 'epoch': 409.84}
{'loss': 658.9927, 'learning_rate': 0.005845065367449598, 'epoch': 413.11}
{'loss': 682.5145, 'learning_rate': 0.005804327351512011, 'epoch': 416.39}
{'loss': 690.6691, 'learning_rate': 0.005763353001882213, 'epoch': 419.67}
{'loss': 675.8296, 'learning_rate': 0.0057221476854462765, 'epoch': 422.95}
{'loss': 671.691, 'learning_rate': 0.005680716799342677, 'epoch': 426.23}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7786, 'eval_samples_per_second': 3.997, 'eval_steps_per_second': 3.997, 'epoch': 426.23}
{'loss': 678.7205, 'learning_rate': 0.005639065770255369, 'epoch': 429.51}
{'loss': 673.5453, 'learning_rate': 0.005597200053702985, 'epoch': 432.79}
{'loss': 661.7277, 'learning_rate': 0.005555125133324269, 'epoch': 436.07}
{'loss': 660.4446, 'learning_rate': 0.005512846520159819, 'epoch': 439.34}
{'loss': 671.7521, 'learning_rate': 0.005470369751930235, 'epoch': 442.62}
{'loss': 662.397, 'learning_rate': 0.005427914208945183, 'epoch': 445.9}
{'loss': 671.5355, 'learning_rate': 0.005385058767906312, 'epoch': 449.18}
{'loss': 654.7836, 'learning_rate': 0.005342021909647181, 'epoch': 452.46}
{'loss': 663.8271, 'learning_rate': 0.005298809271204553, 'epoch': 455.74}
{'loss': 651.7788, 'learning_rate': 0.005255426512639164, 'epoch': 459.02}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.715, 'eval_samples_per_second': 4.004, 'eval_steps_per_second': 4.004, 'epoch': 459.02}
{'loss': 668.0584, 'learning_rate': 0.005211879316294354, 'epoch': 462.3}
{'loss': 650.9821, 'learning_rate': 0.005168173386051788, 'epoch': 465.57}
{'loss': 696.5794, 'learning_rate': 0.005124314446584348, 'epoch': 468.85}
{'loss': 643.5945, 'learning_rate': 0.005080308242606319, 'epoch': 472.13}
{'loss': 655.4916, 'learning_rate': 0.005036160538120919, 'epoch': 475.41}
{'loss': 649.2129, 'learning_rate': 0.004991877115665332, 'epoch': 478.69}
{'loss': 654.3589, 'learning_rate': 0.004947463775553302, 'epoch': 481.97}
{'loss': 653.2046, 'learning_rate': 0.0049031493213738675, 'epoch': 485.25}
{'loss': 649.5838, 'learning_rate': 0.004858494190992223, 'epoch': 488.52}
{'loss': 655.4509, 'learning_rate': 0.004813726613663671, 'epoch': 491.8}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5303, 'eval_samples_per_second': 4.027, 'eval_steps_per_second': 4.027, 'epoch': 491.8}
{'loss': 657.6151, 'learning_rate': 0.004768852453117337, 'epoch': 495.08}
{'loss': 660.9971, 'learning_rate': 0.0047238775870427855, 'epoch': 498.36}
{'loss': 647.0686, 'learning_rate': 0.004678807906320154, 'epoch': 501.64}
{'loss': 636.567, 'learning_rate': 0.0046336493142485535, 'epoch': 504.92}
{'loss': 652.9589, 'learning_rate': 0.004588407725772849, 'epoch': 508.2}
{'loss': 661.1081, 'learning_rate': 0.004543089066708905, 'epoch': 511.48}
{'loss': 647.099, 'learning_rate': 0.004497926389052791, 'epoch': 514.75}
{'loss': 643.0689, 'learning_rate': 0.00445247171700583, 'epoch': 518.03}
{'loss': 650.2447, 'learning_rate': 0.004406957779487219, 'epoch': 521.31}
{'loss': 641.3781, 'learning_rate': 0.004361390537985535, 'epoch': 524.59}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5334, 'eval_samples_per_second': 4.027, 'eval_steps_per_second': 4.027, 'epoch': 524.59}
{'loss': 642.1493, 'learning_rate': 0.004315775960971204, 'epoch': 527.87}
{'loss': 647.2428, 'learning_rate': 0.0042701200231147225, 'epoch': 531.15}
{'loss': 624.5479, 'learning_rate': 0.004224428704504107, 'epoch': 534.43}
{'loss': 638.8809, 'learning_rate': 0.004178707989861597, 'epoch': 537.7}
{'loss': 638.8006, 'learning_rate': 0.004132963867759771, 'epoch': 540.98}
{'loss': 640.3162, 'learning_rate': 0.0040872023298371574, 'epoch': 544.26}
{'loss': 635.354, 'learning_rate': 0.004041429370013432, 'epoch': 547.54}
{'loss': 632.6962, 'learning_rate': 0.003995650983704335, 'epoch': 550.82}
{'loss': 633.8398, 'learning_rate': 0.0039498731670363696, 'epoch': 554.1}
{'loss': 647.4895, 'learning_rate': 0.0039041019160614356, 'epoch': 557.38}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5437, 'eval_samples_per_second': 4.025, 'eval_steps_per_second': 4.025, 'epoch': 557.38}
{'loss': 625.4854, 'learning_rate': 0.0038583432259714397, 'epoch': 560.66}
{'loss': 645.8445, 'learning_rate': 0.0038126030903130447, 'epoch': 563.93}
{'loss': 630.1287, 'learning_rate': 0.0037668875002026293, 'epoch': 567.21}
{'loss': 620.8627, 'learning_rate': 0.003721202443541552, 'epoch': 570.49}
{'loss': 621.45, 'learning_rate': 0.003675553904231854, 'epoch': 573.77}
{'loss': 627.4685, 'learning_rate': 0.0036299478613924722, 'epoch': 577.05}
{'loss': 628.1432, 'learning_rate': 0.0035843902885760925, 'epoch': 580.33}
{'loss': 616.4359, 'learning_rate': 0.003538887152986714, 'epoch': 583.61}
{'loss': 641.6508, 'learning_rate': 0.003493444414698062, 'epoch': 586.89}
{'loss': 615.6761, 'learning_rate': 0.0034480680258729304, 'epoch': 590.16}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.6708, 'eval_samples_per_second': 4.01, 'eval_steps_per_second': 4.01, 'epoch': 590.16}
{'loss': 600.312, 'learning_rate': 0.003402763929983548, 'epoch': 593.44}
{'loss': 613.3675, 'learning_rate': 0.0033575380610331024, 'epoch': 596.72}
{'loss': 607.9375, 'learning_rate': 0.00331239634277849, 'epoch': 600.0}
{'loss': 613.4907, 'learning_rate': 0.003267344687954415, 'epoch': 603.28}
{'loss': 595.1719, 'learning_rate': 0.0032223889974989286, 'epoch': 606.56}
{'loss': 597.9157, 'learning_rate': 0.0031777591658862887, 'epoch': 609.84}
{'loss': 603.2498, 'learning_rate': 0.0031330125027026617, 'epoch': 613.11}
{'loss': 608.4628, 'learning_rate': 0.0030883793989328317, 'epoch': 616.39}
{'loss': 608.7437, 'learning_rate': 0.0030438657006923633, 'epoch': 619.67}
{'loss': 602.9962, 'learning_rate': 0.002999477238456888, 'epoch': 622.95}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.6672, 'eval_samples_per_second': 4.01, 'eval_steps_per_second': 4.01, 'epoch': 622.95}
{'loss': 607.0031, 'learning_rate': 0.0029552198262984292, 'epoch': 626.23}
{'loss': 633.4914, 'learning_rate': 0.002911099261123856, 'epoch': 629.51}
{'loss': 602.8876, 'learning_rate': 0.0028671213219156064, 'epoch': 632.79}
{'loss': 599.433, 'learning_rate': 0.002823291768974735, 'epoch': 636.07}
{'loss': 603.5164, 'learning_rate': 0.002779616343166425, 'epoch': 639.34}
{'loss': 604.6434, 'learning_rate': 0.0027361007651680452, 'epoch': 642.62}
{'loss': 613.1434, 'learning_rate': 0.002692750734719838, 'epoch': 645.9}
{'loss': 609.7796, 'learning_rate': 0.0026495719298783595, 'epoch': 649.18}
{'loss': 613.0345, 'learning_rate': 0.002606570006272768, 'epoch': 652.46}
{'loss': 596.9841, 'learning_rate': 0.0025637505963640285, 'epoch': 655.74}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7176, 'eval_samples_per_second': 4.004, 'eval_steps_per_second': 4.004, 'epoch': 655.74}
{'loss': 590.4765, 'learning_rate': 0.0025211193087071706, 'epoch': 659.02}
{'loss': 603.1737, 'learning_rate': 0.0024786817272166683, 'epoch': 662.3}
{'loss': 575.4686, 'learning_rate': 0.002436443410435053, 'epoch': 665.57}
{'loss': 599.1049, 'learning_rate': 0.0023944098908048445, 'epoch': 668.85}
{'loss': 594.7052, 'learning_rate': 0.0023525866739438996, 'epoch': 672.13}
{'loss': 594.993, 'learning_rate': 0.002310979237924286, 'epoch': 675.41}
{'loss': 592.3471, 'learning_rate': 0.00226979940429106, 'epoch': 678.69}
{'loss': 588.6133, 'learning_rate': 0.002228638703710283, 'epoch': 681.97}
{'loss': 593.3901, 'learning_rate': 0.002187710018874897, 'epoch': 685.25}
{'loss': 616.0766, 'learning_rate': 0.0021470187106897277, 'epoch': 688.52}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5218, 'eval_samples_per_second': 4.028, 'eval_steps_per_second': 4.028, 'epoch': 688.52}
{'loss': 592.2214, 'learning_rate': 0.002106570108967626, 'epoch': 691.8}
{'loss': 591.9448, 'learning_rate': 0.0020665698890825223, 'epoch': 695.08}
{'loss': 589.5953, 'learning_rate': 0.002026621282477274, 'epoch': 698.36}
{'loss': 580.1703, 'learning_rate': 0.0019869311521834624, 'epoch': 701.64}
{'loss': 599.235, 'learning_rate': 0.0019475046968780512, 'epoch': 704.92}
{'loss': 592.8329, 'learning_rate': 0.00190834708070143, 'epoch': 708.2}
{'loss': 582.7249, 'learning_rate': 0.0018694634325810095, 'epoch': 711.48}
{'loss': 587.1703, 'learning_rate': 0.0018310511659503073, 'epoch': 714.75}
{'loss': 596.6404, 'learning_rate': 0.0017927292634136345, 'epoch': 718.03}
{'loss': 581.9569, 'learning_rate': 0.0017546964727404215, 'epoch': 721.31}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5777, 'eval_samples_per_second': 4.021, 'eval_steps_per_second': 4.021, 'epoch': 721.31}
{'loss': 591.5672, 'learning_rate': 0.0017171457292622736, 'epoch': 724.59}
{'loss': 592.8632, 'learning_rate': 0.0016797045611689793, 'epoch': 727.87}
{'loss': 587.3721, 'learning_rate': 0.0016425673090960365, 'epoch': 731.15}
{'loss': 582.6066, 'learning_rate': 0.0016057388373403173, 'epoch': 734.43}
{'loss': 580.4939, 'learning_rate': 0.0015692239697541633, 'epoch': 737.7}
{'loss': 595.6332, 'learning_rate': 0.0015330274891135285, 'epoch': 740.98}
{'loss': 597.4315, 'learning_rate': 0.001497154136491539, 'epoch': 744.26}
{'loss': 585.3289, 'learning_rate': 0.0014616086106374931, 'epoch': 747.54}
{'loss': 580.8473, 'learning_rate': 0.0014263955673614133, 'epoch': 750.82}
{'loss': 585.3262, 'learning_rate': 0.001391519618924222, 'epoch': 754.1}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.576, 'eval_samples_per_second': 4.021, 'eval_steps_per_second': 4.021, 'epoch': 754.1}
{'loss': 585.1359, 'learning_rate': 0.0013569853334336117, 'epoch': 757.38}
{'loss': 580.7196, 'learning_rate': 0.0013227972342457256, 'epoch': 760.66}
{'loss': 578.0048, 'learning_rate': 0.001288959799372658, 'epoch': 763.93}
